gameId,playId,event,down,yardsToGo,playDirection,absoluteYardlineNumber,playResult,togo,x,y,firstdown
2018091001,3385,pass_outcome_incomplete,3,3,right,73,0,short,63.88,23.96,0
2018091001,3976,ball_snap,2,3,left,63,0,short,64.3,23.81,0
2018091300,858,ball_snap,2,2,left,42,0,short,42.89,23.95,0
2018091300,858,pass_outcome_incomplete,2,2,left,42,0,short,45.66,7.95,0
2018091300,1926,ball_snap,2,1,right,79,0,short,79.18,23.83,0
2018091300,1926,pass_outcome_incomplete,2,1,right,79,0,short,85.45,10.56,0
2018091300,2705,ball_snap,2,1,left,11,0,short,11.32,29.77,0
2018091300,2705,pass_outcome_incomplete,2,1,left,11,0,short,7.35,13.17,0
2018091300,3375,ball_snap,3,2,right,66,0,short,65.16,23.74,0
2018091300,3375,pass_outcome_incomplete,3,2,right,66,0,short,60.87,9.35,0
2018091300,3397,ball_snap,4,2,right,66,1,short,63.8,24.42,0
2018091300,3832,ball_snap,3,2,right,60,0,short,58.55,23.91,0
2018091300,3832,pass_outcome_incomplete,3,2,right,60,0,short,66.42,13.12,0
2018091300,4038,ball_snap,2,1,left,50,0,short,50.38,29.62,0
2018091300,4038,pass_outcome_incomplete,2,1,left,50,0,short,10.51,54.83,0
2018091601,93,ball_snap,3,3,left,78,2,short,79.14,30,0
2018091600,159,ball_snap,3,3,left,46,0,short,47.59,24.55,0
2018091600,159,pass_outcome_incomplete,3,3,left,46,0,short,42.82,20.07,0
2018091603,637,ball_snap,1,2,right,108,0,short,107.47,29.98,0
2018091603,637,pass_outcome_incomplete,1,2,right,108,0,short,119.13,18.82,0
2018091600,656,ball_snap,2,3,right,42,0,short,41.3,29.88,0
2018091600,656,pass_outcome_incomplete,2,3,right,42,0,short,56.63,3.81,0
2018091606,846,ball_snap,2,2,right,56,1,short,55.32,24.02,0
2018091603,1260,ball_snap,3,1,right,73,0,short,71.98,29.98,0
2018091603,1260,pass_outcome_incomplete,3,1,right,73,0,short,99.27,51.42,0
2018091607,1312,ball_snap,3,1,right,31,0,short,30.78,23.66,0
2018091607,1312,pass_outcome_incomplete,3,1,right,31,0,short,54.63,-0.23,0
2018091605,1597,ball_snap,2,1,left,42,0,short,43.68,24.06,0
2018091605,1597,pass_outcome_incomplete,2,1,left,42,0,short,1.63,54.66,0
2018091608,2120,ball_snap,2,1,left,86,0,short,86.58,29.66,0
2018091608,2120,pass_outcome_incomplete,2,1,left,86,0,short,81.85,-1.03,0
2018091603,2407,ball_snap,1,1,right,109,-1,short,108.55,29.83,0
2018091600,2090,ball_snap,3,2,right,20,0,short,18.73,23.97,0
2018091600,2090,pass_outcome_incomplete,3,2,right,20,0,short,33.8,3.33,0
2018091603,2635,ball_snap,3,1,left,50,-10,short,51.37,30.2,0
2018091601,2459,ball_snap,3,1,right,44,0,short,42.83,23.83,0
2018091601,2459,pass_outcome_incomplete,3,1,right,44,0,short,44.11,38.63,0
2018091605,2715,ball_snap,2,1,right,84,0,short,84.15,30.34,0
2018091605,2715,ball_snap,2,1,right,84,0,short,82.59,29.59,0
2018091605,2715,pass_outcome_incomplete,2,1,right,84,0,short,120.31,41.42,0
2018091604,2506,ball_snap,3,1,left,65,0,short,67.42,27.63,0
2018091604,2506,pass_outcome_incomplete,3,1,left,65,0,short,47.25,54.58,0
2018091605,2850,ball_snap,1,2,right,NA,0,short,106.03,23.94,0
2018091606,2917,ball_snap,2,3,right,102,0,short,99.87,23.97,0
2018091606,2917,pass_outcome_incomplete,2,3,right,102,0,short,119.71,31.62,0
2018091605,3292,ball_snap,3,3,right,42,0,short,40.17,23.71,0
2018091605,3292,pass_outcome_incomplete,3,3,right,42,0,short,47.05,7.86,0
2018091603,3756,ball_snap,2,2,left,54,-10,short,56.53,27.06,0
2018091601,4037,ball_snap,2,3,right,66,-8,short,64.91,23.84,0
2018091605,4310,ball_snap,3,3,left,23,0,short,25.03,30.02,0
2018091605,4310,pass_outcome_incomplete,3,3,left,23,0,short,-1.48,11.39,0
2018091605,4406,ball_snap,3,1,left,11,-2,short,12.8,29.62,0
2018091609,438,ball_snap,3,3,right,55,0,short,54.42,29.84,0
2018091609,438,pass_outcome_incomplete,3,3,right,55,0,short,60.19,41.94,0
2018091611,256,ball_snap,3,3,right,106,-4,short,105.79,26.87,0
2018091602,4551,ball_snap,2,2,left,45,-1,short,46.14,29.26,0
2018091610,1280,ball_snap,3,3,left,78,0,short,80.86,29.72,0
2018091610,1280,pass_outcome_incomplete,3,3,left,78,0,short,63.68,37.75,0
2018091609,1300,ball_snap,3,2,right,108,0,short,107.85,23.92,0
2018091609,1300,pass_outcome_incomplete,3,2,right,108,0,short,106.6,31.63,0
2018091610,1514,ball_snap,3,3,left,84,-10,short,85.25,26.32,0
2018091611,1022,ball_snap,3,3,left,31,-7,short,31.07,23.83,0
2018091610,1718,ball_snap,2,1,left,64,-3,short,65.33,23.58,0
2018091610,2230,ball_snap,3,2,left,19,0,short,19.9,26.09,0
2018091610,2230,pass_outcome_incomplete,3,2,left,19,0,short,-4.92,19.83,0
2018091612,1877,ball_snap,2,3,left,14,0,short,15.43,30.13,0
2018091612,1877,pass_outcome_incomplete,2,3,left,14,0,short,4.31,54.34,0
2018091611,2590,ball_snap,2,3,left,57,0,short,57.92,23.95,0
2018091611,2590,pass_outcome_incomplete,2,3,left,57,0,short,46.26,31.88,0
2018091611,2788,ball_snap,2,2,right,43,0,short,42.83,30.17,0
2018091611,2788,pass_outcome_incomplete,2,2,right,43,0,short,51.78,14.96,0
2018091611,3005,ball_snap,4,1,left,43,0,short,42.62,26.77,0
2018091611,3005,pass_outcome_incomplete,4,1,left,43,0,short,45.46,38.36,0
2018091609,3594,ball_snap,2,2,left,56,1,short,56.71,23.87,0
2018091610,4102,ball_snap,2,2,left,46,0,short,47.78,23.48,0
2018091610,4102,pass_outcome_incomplete,2,2,left,46,0,short,46.58,15.37,0
2018091610,4453,ball_snap,3,2,right,NA,0,short,50.81,29.49,0
2018091610,4725,ball_snap,2,2,left,71,0,short,73.28,23.48,0
2018091610,4725,pass_outcome_incomplete,2,2,left,71,0,short,53.4,33.95,0
2018091610,4763,ball_snap,3,2,left,71,0,short,73.13,23.75,0
2018091610,4763,pass_outcome_incomplete,3,2,left,71,0,short,66.04,23.3,0
2018091610,4819,ball_snap,4,2,left,71,0,short,73.17,23.76,0
2018091610,4819,pass_outcome_incomplete,4,2,left,71,0,short,57.33,1.25,0
2018091613,3178,ball_snap,2,3,right,53,0,short,51.37,29.83,0
2018091613,3178,pass_outcome_incomplete,2,3,right,53,0,short,84.64,52.65,0
2018091700,208,ball_snap,3,2,right,66,0,short,64.22,30.02,0
2018091700,2074,ball_snap,3,2,left,48,0,short,48.15,27.15,0
2018091700,4152,ball_snap,2,2,left,12,0,short,12.65,24.01,0
2018092000,1652,ball_snap,2,2,left,35,-10,short,35.47,30.05,0
2018092000,1652,pass_outcome_incomplete,2,2,left,35,-10,short,-0.1,3.94,0
2018092000,2015,ball_snap,3,2,left,37,0,short,36.92,23.73,0
2018092000,2015,pass_outcome_incomplete,3,2,left,37,0,short,22.5,3.49,0
2018092000,2117,ball_snap,3,3,right,57,0,short,56.24,23.92,0
2018092000,2117,pass_outcome_incomplete,3,3,right,57,0,short,65.1,35.28,0
2018092000,3860,ball_snap,2,1,left,11,0,short,11.28,23.97,0
2018092305,237,ball_snap,2,1,left,47,0,short,47.97,23.8,0
2018092305,237,pass_outcome_incomplete,2,1,left,47,0,short,25.06,56.8,0
2018092302,376,ball_snap,1,3,right,107,0,short,106.57,27.19,0
2018092302,376,pass_outcome_incomplete,1,3,right,107,0,short,117.83,2.11,0
2018092302,398,ball_snap,2,3,right,NA,2,short,106.62,26.85,0
2018092302,398,pass_outcome_incomplete,2,3,right,NA,2,short,118.33,0.25,0
2018092302,431,ball_snap,1,1,right,NA,0,short,108.43,26.78,0
2018092302,431,pass_outcome_incomplete,1,1,right,NA,0,short,118.68,35.1,0
2018092309,472,ball_snap,3,3,left,80,0,short,81.79,23.53,0
2018092309,472,pass_outcome_incomplete,3,3,left,80,0,short,65.93,18.65,0
2018092304,648,ball_snap,3,1,right,90,0,short,88.39,29.91,0
2018092304,648,pass_outcome_incomplete,3,1,right,90,0,short,95.5,21.09,0
2018092304,859,ball_snap,3,3,left,65,0,short,66.2,23.62,0
2018092304,859,pass_outcome_incomplete,3,3,left,65,0,short,56.21,49.85,0
2018092301,949,ball_snap,3,2,left,65,-7,short,65.75,23.79,0
2018092306,1016,ball_snap,3,3,right,19,-7,short,18.44,23.83,0
2018092308,1151,ball_snap,3,2,left,68,0,short,68.91,23.77,0
2018092308,1151,pass_outcome_incomplete,3,2,left,68,0,short,48.76,52.36,0
2018092307,1326,ball_snap,3,1,left,93,-8,short,93.52,29.62,0
2018092306,1488,ball_snap,2,2,right,108,0,short,107.21,27.28,0
2018092306,1488,pass_outcome_incomplete,2,2,right,108,0,short,106.34,7.25,0
2018092301,1828,ball_snap,2,1,right,85,-27,short,84.83,23.81,0
2018092305,2753,ball_snap,3,3,right,58,0,short,56.1,24.28,0
2018092305,2753,pass_outcome_incomplete,3,3,right,58,0,short,62.32,16.97,0
2018092301,2826,ball_snap,2,3,left,13,2,short,12.93,23.87,0
2018092309,2850,ball_snap,4,2,right,67,0,short,65.22,29.87,0
2018092309,2850,pass_outcome_incomplete,4,2,right,67,0,short,69.48,38.84,0
2018092302,2802,ball_snap,3,3,right,70,-1,short,67.74,23.62,0
2018092307,2990,ball_snap,3,3,right,48,1,short,47.7,23.69,0
2018092307,3068,ball_snap,2,3,left,90,0,short,91.11,29.75,0
2018092307,3068,pass_outcome_incomplete,2,3,left,90,0,short,99.01,43.96,0
2018092301,3210,ball_snap,3,2,right,83,-15,short,81.38,29.67,0
2018092301,3210,pass_outcome_incomplete,3,2,right,83,-15,short,90.85,53.15,0
2018092307,3283,ball_snap,2,3,right,82,0,short,80.68,29.88,0
2018092307,3283,pass_outcome_incomplete,2,3,right,82,0,short,89.66,22.71,0
2018092304,3407,ball_snap,3,3,right,100,0,short,99.96,23.94,0
2018092304,3407,pass_outcome_incomplete,3,3,right,100,0,short,111.54,-0.59,0
2018092307,3309,ball_snap,3,3,right,82,2,short,80.84,29.6,0
2018092307,3333,ball_snap,4,1,right,84,0,short,83.55,29.75,0
2018092307,3333,pass_outcome_incomplete,4,1,right,84,0,short,81.25,48.71,0
2018092308,3470,ball_snap,2,3,left,50,-9,short,50.83,25.97,0
2018092304,3492,ball_snap,2,2,left,77,-4,short,78.37,23.84,0
2018092300,3738,ball_snap,3,3,right,105,-6,short,102.99,29.61,0
2018092303,3770,ball_snap,2,3,left,60,0,short,61.04,24.01,0
2018092303,3770,pass_outcome_incomplete,2,3,left,60,0,short,12.42,3.4,0
2018092301,3945,ball_snap,2,1,left,42,0,short,43.23,29.61,0
2018092301,3945,pass_outcome_incomplete,2,1,left,42,0,short,14.69,-0.47,0
2018092308,4021,ball_snap,3,3,right,106,0,short,105.47,27.4,0
2018092308,4021,pass_outcome_incomplete,3,3,right,106,0,short,118.16,51.04,0
2018092308,4043,ball_snap,4,3,right,106,-16,short,105.95,27.68,0
2018092302,3858,ball_snap,2,2,right,70,0,short,69.39,27.98,0
2018092302,3884,ball_snap,3,2,right,70,0,short,69.64,27.45,0
2018092300,4776,ball_snap,1,3,left,13,2,short,15.26,24.2,0
2018092312,803,ball_snap,3,2,right,25,0,short,23.91,29.67,0
2018092312,803,pass_outcome_incomplete,3,2,right,25,0,short,27.61,43.81,0
2018092312,1630,ball_snap,3,2,left,41,0,short,41.22,29.85,0
2018092311,1648,ball_snap,3,2,left,12,0,short,12.05,23.91,0
2018092311,1648,pass_outcome_incomplete,3,2,left,12,0,short,4.39,-4.04,0
2018092311,1896,ball_snap,2,3,left,66,0,short,67.26,23.77,0
2018092313,1442,ball_snap,2,1,right,44,0,short,44.41,29.61,0
2018092313,3427,ball_snap,2,2,right,33,-10,short,32.14,23.99,0
2018092400,1929,ball_snap,2,3,right,107,0,short,106.99,27.92,0
2018092400,1929,pass_outcome_incomplete,2,3,right,107,0,short,113.43,-4.38,0
2018092400,1951,ball_snap,3,3,right,107,0,short,106.37,27.88,0
2018092400,1951,pass_outcome_incomplete,3,3,right,107,0,short,118.01,27.56,0
2018092400,2215,ball_snap,1,2,left,12,0,short,13.4,29.91,0
2018092400,2215,pass_outcome_incomplete,1,2,left,12,0,short,11.6,3.11,0
2018092400,2237,ball_snap,2,2,left,NA,1,short,14.31,29.63,0
2018092400,2237,pass_outcome_incomplete,2,2,left,NA,1,short,4.05,27.37,0
2018092400,3035,ball_snap,3,3,left,37,-2,short,37.6,24.04,0
2018092700,260,ball_snap,2,3,right,91,0,short,90.77,26.46,0
2018092700,260,pass_outcome_incomplete,2,3,right,91,0,short,94.93,13.8,0
2018092700,971,ball_snap,3,2,left,40,1,short,39.81,29.62,0
2018092700,1067,ball_snap,3,2,left,29,0,short,28.98,23.62,0
2018092700,1067,pass_outcome_incomplete,3,2,left,29,0,short,34.63,19.36,0
2018092700,1370,ball_snap,2,3,right,42,0,short,40.84,29.51,0
2018092700,1370,pass_outcome_incomplete,2,3,right,42,0,short,53.81,35.11,0
2018092700,1392,ball_snap,3,3,right,42,0,short,41.04,29.59,0
2018092700,1392,pass_outcome_incomplete,3,3,right,42,0,short,47.37,6.67,0
2018093007,102,ball_snap,2,3,right,55,0,short,54.22,29.78,0
2018093007,102,pass_outcome_incomplete,2,3,right,55,0,short,86.78,40.6,0
2018093006,520,ball_snap,3,2,left,12,0,short,14.43,29.41,0
2018093006,520,pass_outcome_incomplete,3,2,left,12,0,short,9.49,29.81,0
2018093003,549,ball_snap,2,3,left,13,0,short,13.82,23.7,0
2018093003,549,pass_outcome_incomplete,2,3,left,13,0,short,5.47,11.12,0
2018093000,726,ball_snap,2,2,right,67,0,short,66.93,25.79,0
2018093000,726,pass_outcome_incomplete,2,2,right,67,0,short,107.59,50.92,0
2018093002,731,ball_snap,2,3,right,54,0,short,53.44,23.98,0
2018093002,731,pass_outcome_incomplete,2,3,right,54,0,short,56.82,13.27,0
2018093004,838,ball_snap,2,3,right,107,0,short,106.48,29.84,0
2018093004,838,pass_outcome_incomplete,2,3,right,107,0,short,118.02,25.41,0
2018093003,947,ball_snap,2,1,right,80,0,short,80.37,23.7,0
2018093003,947,pass_outcome_incomplete,2,1,right,80,0,short,113.87,5.47,0
2018093002,1114,ball_snap,2,1,right,76,0,short,73.77,23.8,0
2018093002,1114,pass_outcome_incomplete,2,1,right,76,0,short,114.47,2.95,0
2018093002,1204,ball_snap,3,3,right,85,0,short,83.44,24.31,0
2018093002,1204,pass_outcome_incomplete,3,3,right,85,0,short,94.49,18,0
2018093004,1312,ball_snap,3,2,left,55,0,short,55.29,23.61,0
2018093004,1312,pass_outcome_incomplete,3,2,left,55,0,short,41.15,17.75,0
2018093004,1463,ball_snap,2,3,right,46,0,short,45.4,23.45,0
2018093004,1463,pass_outcome_incomplete,2,3,right,46,0,short,53.36,20.8,0
2018093004,1485,ball_snap,3,3,right,46,0,short,45.23,23.72,0
2018093004,1485,pass_outcome_incomplete,3,3,right,46,0,short,52.08,30.37,0
2018093005,1635,ball_snap,3,1,left,59,0,short,60.3,29.55,0
2018093005,1635,pass_outcome_incomplete,3,1,left,59,0,short,30.68,52.08,0
2018093005,1657,ball_snap,4,1,left,59,0,short,60.22,29.65,0
2018093005,1657,pass_outcome_incomplete,4,1,left,59,0,short,27.76,43.35,0
2018093007,1886,ball_snap,2,3,right,100,0,short,99.92,23.75,0
2018093007,1886,pass_outcome_incomplete,2,3,right,100,0,short,118.68,-1.81,0
2018093005,2390,ball_snap,3,1,right,52,0,short,49.51,23.79,0
2018093005,2390,pass_outcome_incomplete,3,1,right,52,0,short,61.5,0.93,0
2018093001,2736,ball_snap,1,3,right,107,0,short,106.78,23.8,0
2018093001,2736,pass_outcome_incomplete,1,3,right,107,0,short,127.1,8.45,0
2018093001,2760,ball_snap,2,3,right,107,0,short,106.87,24.01,0
2018093001,2760,pass_outcome_incomplete,2,3,right,107,0,short,111.12,4.47,0
2018093003,2557,ball_snap,2,3,right,74,0,short,73.78,25.12,0
2018093003,2557,pass_outcome_incomplete,2,3,right,74,0,short,86.01,33.26,0
2018093003,2579,ball_snap,3,3,right,74,0,short,73.79,25.24,0
2018093003,2579,pass_outcome_incomplete,3,3,right,74,0,short,117.36,-2.87,0
2018093003,2601,ball_snap,4,3,right,74,0,short,73.54,24.64,0
2018093003,2601,pass_outcome_incomplete,4,3,right,74,0,short,75.7,8.1,0
2018093001,3085,ball_snap,3,3,right,34,0,short,33.2,23.96,0
2018093001,3085,pass_outcome_incomplete,3,3,right,34,0,short,65.81,48.77,0
2018093000,2856,ball_snap,2,3,right,59,-3,short,58.03,23.66,0
2018093003,2863,ball_snap,3,3,left,65,-16,short,65.63,29.66,0
2018093001,3386,ball_snap,3,3,right,83,0,short,82.05,29.91,0
2018093001,3386,pass_outcome_incomplete,3,3,right,83,0,short,103.99,17.06,0
2018093002,3563,ball_snap,2,3,right,42,0,short,41.24,24.07,0
2018093002,3563,pass_outcome_incomplete,2,3,right,42,0,short,70.21,-3.83,0
2018093007,3472,ball_snap,3,3,right,37,0,short,36.47,29.67,0
2018093007,3696,ball_snap,3,3,left,22,0,short,23.41,23.57,0
2018093007,3696,pass_outcome_incomplete,3,3,left,22,0,short,0.29,54.18,0
2018093003,3918,ball_snap,3,3,right,68,-8,short,67.08,29.96,0
2018093009,441,ball_snap,2,2,right,NA,-10,short,41.93,25.26,0
2018093007,4231,ball_snap,2,2,left,52,-2,short,52.19,23.62,0
2018093009,767,ball_snap,1,1,right,109,0,short,107.68,30.14,0
2018093009,767,pass_outcome_incomplete,1,1,right,109,0,short,119.25,18.48,0
2018093011,394,ball_snap,2,2,left,12,0,short,13.44,23.76,0
2018093011,394,pass_outcome_incomplete,2,2,left,12,0,short,-1.54,60.1,0
2018093009,812,ball_snap,3,1,right,109,-6,short,108.53,30.24,0
2018093004,5026,ball_snap,3,2,left,35,0,short,36.63,29.91,0
2018093004,5026,pass_outcome_incomplete,3,2,left,35,0,short,30.95,38.69,0
2018093011,522,ball_snap,3,2,right,43,0,short,41.97,29.49,0
2018093011,522,pass_outcome_incomplete,3,2,right,43,0,short,38.12,22.06,0
2018093009,1065,ball_snap,3,2,right,81,0,short,79.71,24.21,0
2018093008,1045,ball_snap,3,3,left,14,0,short,14.83,25.67,0
2018093009,1065,pass_outcome_incomplete,3,2,right,81,0,short,102.77,54.69,0
2018093008,1045,pass_outcome_incomplete,3,3,left,14,0,short,0.99,41.88,0
2018093010,1507,ball_snap,3,3,right,107,0,short,105.89,29.89,0
2018093010,1507,pass_outcome_incomplete,3,3,right,107,0,short,121.35,49.85,0
2018093008,2097,ball_snap,4,1,right,66,-6,short,65.05,30.01,0
2018093010,1895,ball_snap,3,2,right,43,0,short,40.13,29.97,0
2018093010,1895,pass_outcome_incomplete,3,2,right,43,0,short,52.49,-0.01,0
2018093009,3225,ball_snap,2,3,left,20,0,short,20.09,29.86,0
2018093009,3225,pass_outcome_incomplete,2,3,left,20,0,short,6.13,-1.25,0
2018093008,3443,ball_snap,3,1,right,54,0,short,52.97,29.84,0
2018093008,3443,pass_outcome_incomplete,3,1,right,54,0,short,60.65,56.52,0
2018093008,3706,ball_snap,3,3,right,39,0,short,38.17,23.95,0
2018093008,3706,pass_outcome_incomplete,3,3,right,39,0,short,46.36,12.37,0
2018093010,3578,ball_snap,3,3,right,107,0,short,106.33,23.82,0
2018093010,3578,pass_outcome_incomplete,3,3,right,107,0,short,109.29,45.81,0
2018093010,3728,ball_snap,2,3,left,86,0,short,86.84,29.28,0
2018093010,3728,pass_outcome_incomplete,2,3,left,86,0,short,64.92,0.99,0
2018093010,3750,ball_snap,3,3,left,86,0,short,87.81,29.59,0
2018093010,3750,pass_outcome_incomplete,3,3,left,86,0,short,87.32,24.41,0
2018093009,5136,ball_snap,3,3,right,82,-4,short,82.05,24.32,0
2018093012,1589,ball_snap,2,3,left,30,0,short,30.79,29.59,0
2018093012,1589,pass_outcome_incomplete,2,3,left,30,0,short,30.91,33.86,0
2018093012,1611,ball_snap,3,3,left,30,0,short,32.15,29.92,0
2018093012,1611,pass_outcome_incomplete,3,3,left,30,0,short,7.32,0.36,0
2018093012,2312,ball_snap,3,3,left,69,-5,short,69.43,29.68,0
2018093012,2763,ball_snap,2,3,right,50,0,short,49.51,29.91,0
2018093012,2763,pass_outcome_incomplete,2,3,right,50,0,short,52.87,36.8,0
2018093012,4272,ball_snap,2,1,right,35,-9,short,33.96,29.7,0
2018100100,2335,ball_snap,3,3,left,13,0,short,13.05,29.13,0
2018100100,2335,pass_outcome_incomplete,3,3,left,13,0,short,0.82,18.69,0
2018100100,2978,ball_snap,3,1,left,76,0,short,76.9,29.8,0
2018100100,2978,pass_outcome_incomplete,3,1,left,76,0,short,40.69,51.1,0
2018100100,3417,ball_snap,2,1,right,87,0,short,85.07,27.97,0
2018100100,3417,pass_outcome_incomplete,2,1,right,87,0,short,99.15,55.11,0
2018100100,3698,ball_snap,2,2,right,58,-3,short,57.67,23.66,0
2018092700,260,ball_snap,2,3,right,91,0,short,90.77,26.46,0
2018092700,260,pass_outcome_incomplete,2,3,right,91,0,short,94.93,13.8,0
